id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1207806421010100811,Family Studio Loft with a private kitchenette,581845609,Silvia,Manhattan,Midtown,40.74663,-73.98709,Entire home/apt,274,2,0,,,2,281,0,Exempt
1207853186170107041,Beautiful 1 Bedroom Apartment with Balcony,512046879,Laura,Brooklyn,Bath Beach,40.603156220500416,-74.0084579171047,Entire home/apt,90,30,0,,,1,154,0,
1207860637535148946,Bright 2 bedroom with backyard,28590525,Martin,Brooklyn,Greenpoint,40.7358033797513,-73.95603625092441,Entire home/apt,405,1,9,2024-10-25,4.58,1,11,9,OSE-STRREG-0002421
1207958356004096911,Gorgeous 2 Bedrooms apt in UES!,205760,Shai,Manhattan,Upper East Side,40.76616156850187,-73.958493082523,Entire home/apt,225,30,0,,,12,217,0,
1207961923628995720,"Luxury Building, 20 min to Manhattan #739",3223938,Eugene,Brooklyn,Bushwick,40.689429552750426,-73.92023722210324,Private room,47,30,0,,,740,354,0,
1207976838916835904,"Luxury Building, 20 min to Manhattan #742",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.68743470050334,-73.92005658976662,Private room,43,30,0,,,740,354,0,
1207988633089227239,"Luxury Building, 20 min to Manhattan #743",3223938,Eugene,Brooklyn,Bushwick,40.68975795559204,-73.91997850968102,Private room,34,30,0,,,740,339,0,
1208036120501815502,Convenient North Manhattan Room,339284067,Jonathan,Manhattan,Washington Heights,40.836668,-73.941975,Private room,88,30,0,,,1,89,0,
1208037661418104948,Spacious Room,567823530,Kimberly,Queens,Corona,40.74782023206405,-73.85796080728836,Private room,97,30,0,,,1,365,0,
1208074634862528983,Prime Location for 1B Monthly Stay w Shared Bath,3007728,Zhishuo,Brooklyn,Bay Ridge,40.63587,-74.02443,Private room,54,30,1,2024-09-14,0.58,7,236,1,
1208074934904626929,"Blueground | Lenox Hill, kitchen, a/c & w/d",107434423,Blueground,Manhattan,Upper East Side,40.7659072,-73.9569948,Entire home/apt,407,30,0,,,897,357,0,
1208084207760074124,Private Room 222 | Shared Bath,401202937,Eliza,Manhattan,Midtown,40.74782143746315,-73.98894735619452,Private room,66,1,2,2024-09-07,0.94,65,210,2,Exempt
1208096226725190104,Best of brooklyn,591943273,Levi,Brooklyn,East Flatbush,40.65995,-73.93828,Entire home/apt,264,1,19,2024-10-29,7.22,1,54,19,OSE-STRREG-0002371
1208097123799971126,Best located place in NYC!,30122420,Arthur,Manhattan,Upper West Side,40.76955570506142,-73.98512667021662,Private room,160,30,0,,,1,177,0,
1208099973553742658,Huge Stylish Room in Beautiful Artist Loft,35539450,Luis,Brooklyn,Williamsburg,40.710256144390215,-73.96851953937735,Private room,245,4,6,2024-10-27,2.81,2,168,6,OSE-STRREG-0000064
1208128367862084764,Hidden Gem Heart Of Brooklyn,475318457,Abena,Brooklyn,Crown Heights,40.6714749,-73.927039,Entire home/apt,96,30,2,2024-10-25,1.18,1,365,2,
1208178944493199800,Gorgeous Duplex with Private Bathroom & Entrance,591968488,Tene,Brooklyn,East Flatbush,40.64914,-73.92588,Private room,182,3,1,2024-10-26,1,1,90,1,OSE-STRREG-0002427
1208183506604880870,Peaceful and Quiet Spot,49950511,Daveth,Brooklyn,East Flatbush,40.6433,-73.95029,Entire home/apt,,30,0,,,1,50,0,
1208241249110457793,Comfy APT / Close to JFK,569747157,Marie,Brooklyn,East New York,40.67475,-73.88152,Private room,3000,1,0,,,1,365,0,OSE-STRREG-0002674
1208247500729460051,Private Room - No Clean Fee (7 min walk to metro),97868330,Wesley,Queens,Long Island City,40.7637706,-73.9312487,Private room,137,1,17,2024-10-28,7.85,1,123,17,OSE-STRREG-0002510
1208353706940091969,Flushing Sunshine bedroom4 near Queens College,34099050,Pepper,Queens,Flushing,40.73673680944147,-73.81328049931186,Private room,89,1,9,2024-10-20,4.09,3,165,9,OSE-STRREG-0002409
1208376265583829139,"Luxury Building, 20 min to Manhattan #741",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.68788112388744,-73.92060965593951,Private room,43,30,0,,,740,354,0,
1208543720182634795,Flushing lux bedroom3  TV/AC near Queens college,34099050,Pepper,Queens,Flushing,40.73661861279054,-73.81327183757745,Private room,93,1,16,2024-10-15,5.85,3,362,16,OSE-STRREG-0002409
1208622670943587365,Cozy Studio Near United Nations,63344956,Delia,Manhattan,Midtown,40.75576720427548,-73.96724400167136,Entire home/apt,140,30,0,,,5,325,0,
1208640642572493071,Cozy Brooklyn Brownstone,29449013,Kyle,Brooklyn,Crown Heights,40.67118,-73.96058,Entire home/apt,8403,30,0,,,2,365,0,
1208662378008218961,Cozy Room in first floor apart.,373729963,Safia,Bronx,Claremont Village,40.84358,-73.90503,Private room,50,30,0,,,2,365,0,
1208666089545224059,Bedroom for Short term Rental,284982179,Cameron,Queens,St. Albans,40.695585491407776,-73.76151277635995,Private room,60,30,0,,,1,365,0,
1208771172890765736,Stunnin' Central Manhattan Apt,163314228,Michelle,Manhattan,Kips Bay,40.74395639999999,-73.9790194,Private room,134,30,0,,,1,292,0,
1208778286905780160,Highly Desired Times Square Apartment with GYM,225674637,Josef,Manhattan,Midtown,40.7550775,-73.9810571,Entire home/apt,298,1,4,2024-10-16,2.86,2,315,4,Exempt
1208783445478131895,Best Walking Score APT in Heart of City with a GYM,225674637,Josef,Manhattan,Midtown,40.7550775,-73.9810571,Entire home/apt,273,1,11,2024-10-16,4.34,2,317,11,Exempt
1208801122606304138,The Crown Den,590372842,Evelyn,Brooklyn,Crown Heights,40.67476,-73.94866,Private room,108,30,0,,,3,180,0,
1208857658923639800,Peaceful Comfortable Room 2-B,395223655,Nelson,Bronx,Edenwald,40.89249,-73.84019,Private room,41,30,2,2024-08-30,0.60,4,179,2,
1208872799853585760,Cozy room in historical area!,428761064,Renata,Manhattan,Morningside Heights,40.803477093825336,-73.9629519278624,Private room,,30,0,,,1,0,0,
1208916458454949106,Private Blue Room close to LGA and JFK,448665899,Yanchen,Queens,Corona,40.74611900327366,-73.85654374825592,Private room,98,30,0,,,3,365,0,
1208968104313361795,"Stylish, Bright Private Room NYC",282610872,Danny,Manhattan,East Harlem,40.79601,-73.93239,Private room,55,30,0,,,4,154,0,
1208976031067032954,Bright and Trendy NYC Room,282610872,Danny,Manhattan,East Harlem,40.795762050702315,-73.93219612727026,Private room,55,30,0,,,4,152,0,
1209084126239624286,Extra LG room 15 min Midtown,191552674,Diana,Queens,Long Island City,40.76119,-73.93054,Private room,100,30,0,,,7,365,0,
1209355163067962035,Nice BR in a modern & cozy apt,13923152,Jose,Queens,Whitestone,40.79063,-73.79844,Private room,50,30,0,,,1,337,0,
1209357443753740046,"HDTV room, washer/dryer in unit, rooftop, AC #702",3223938,Eugene,Brooklyn,Fort Greene,40.69029561482543,-73.96981263019491,Private room,53,30,0,,,740,354,0,
1209390906014800200,Splendid Stay | Skyline views. Gym,559446215,NoMo SoHo New York City,Manhattan,SoHo,40.71873236403677,-73.99982670125075,Entire home/apt,422,1,6,2024-10-25,3.67,10,206,6,Exempt
1209393633569416487,Urban Escape | Museums. Fitness Center,559446215,NoMo SoHo New York City,Manhattan,SoHo,40.71919,-74.00102,Entire home/apt,396,1,16,2024-10-31,5.58,10,212,16,Exempt
1209395778771475659,Solace Stays | Skyline views. Gym,559446215,NoMo SoHo New York City,Manhattan,SoHo,40.71892942891156,-74.00079040505949,Entire home/apt,421,1,1,2024-09-20,0.65,10,206,1,Exempt
1209401038205406771,"HDTV room, washer/dryer in unit, rooftop, AC #703",3223938,Eugene,Brooklyn,Clinton Hill,40.690776655762086,-73.96846886825388,Private room,51,30,0,,,740,354,0,
1209409998869588854,"HDTV room, washer/dryer in unit, rooftop, AC #704",3223938,Eugene,Brooklyn,Fort Greene,40.690751477667675,-73.96981189247568,Private room,52,30,0,,,740,354,0,
1209419151485163753,"HDTV room, washer/dryer in unit, rooftop, AC #705",3223938,Eugene,Brooklyn,Clinton Hill,40.69031,-73.96804,Private room,49,30,0,,,740,354,0,
1209449752175417680,"New HDTV room, AC, closet. (95 sq ft), # 706",3223938,Eugene,Brooklyn,Fort Greene,40.68950912450633,-73.96982150380568,Private room,50,30,0,,,740,354,0,
1209676112847837893,Bright Spacious Bedroom with Balcony BKLN,8148105,Nina,Brooklyn,Bushwick,40.68917,-73.91854,Private room,161,2,20,2024-10-31,6.98,1,137,20,OSE-STRREG-0002426
1209762126227348383,1 bdr apartment in Manhattan,466380076,Anny,Manhattan,Kips Bay,40.743448803270994,-73.9764902817189,Entire home/apt,360,30,0,,,1,365,0,
1210002564144340543,Gigantic bedroom,88111418,Micheline,Queens,St. Albans,40.69088283146269,-73.7543169417895,Private room,44,30,1,2024-10-03,0.91,5,63,1,
1210054863016150123,Artist Apt (L M J trains),89580636,Huiying,Brooklyn,Bushwick,40.6949838,-73.9211027,Private room,204,3,6,2024-11-03,2.47,1,259,6,OSE-STRREG-0002466
1210072001477754899,Space in Staten Island,57514133,Serjio,Staten Island,Port Richmond,40.629137746116896,-74.13560082536355,Private room,211,2,1,2024-08-29,0.44,4,354,1,OSE-STRREG-0002440
1210154367185131474,Bright and Cozy Getaway in New York,536846112,Abayomi,Brooklyn,Canarsie,40.63359573537386,-73.90296431081245,Private room,200,30,0,,,1,363,0,
1210195897677380303,An unique oasis in NYC,24859106,Holly Ying,Manhattan,Upper West Side,40.77329572771694,-73.9888604182499,Private room,125,30,0,,,1,108,0,
1210337064232565169,Modern Room with Great Lightning,471939490,Ingrid,Manhattan,East Harlem,40.79414,-73.93182,Private room,55,30,0,,,3,153,0,
1210342922025144923,Private Room for 2 People in NYC,471939490,Ingrid,Manhattan,East Harlem,40.79423,-73.93241,Private room,52,30,0,,,3,185,0,
1210344755949601767,Fort greene goodness,371618516,Dina,Brooklyn,Fort Greene,40.68807,-73.9708,Entire home/apt,216,30,0,,,1,365,0,
1210376505050084910,Modern 2BR/2BA Apt in New York,590477818,Marilyn,Manhattan,East Harlem,40.78989,-73.94707,Entire home/apt,999,31,0,,,1,364,0,
1210389969928838331,Master Bedroom in Shared Home,57514133,Serjio,Staten Island,Port Richmond,40.62764,-74.13564,Private room,115,2,0,,,4,353,0,OSE-STRREG-0002440
1210405344971565733,Modern Bedroom in Shared Home,57514133,Serjio,Staten Island,Port Richmond,40.629325766803134,-74.13362578695815,Private room,107,2,0,,,4,353,0,OSE-STRREG-0002440
1210411941311186494,Clean & Cozy / Perfect & Private NYC Apt!,42767903,Shara,Manhattan,Washington Heights,40.83420850857989,-73.9413004141555,Private room,119,3,0,,,2,229,0,OSE-STRREG-0002434
1210426838340698090,#1 Large sunny studio 5 blocks from Central Park!,80262218,Laila,Manhattan,Upper East Side,40.770526792361,-73.9556808752914,Entire home/apt,150,90,0,,,3,314,0,
1210615469034170115,Cozy room,10577784,Mario Julian,Queens,Astoria,40.763850899999994,-73.92820376931152,Private room,55,30,1,2024-11-01,1,2,132,1,
1210985381930563242,Cozy Room | Convenient & Zen,443959268,Leila,Queens,Astoria,40.756225177819374,-73.91414533871615,Private room,88,30,0,,,1,358,0,
1211051853015973270,Infinite Luxe (near JFK &UBS),559428788,Fred,Queens,Queens Village,40.7142716,-73.74182119999999,Entire home/apt,115,30,0,,,1,338,0,
1211075863285668785,"Cozy 2Bedroom, 1BA in Canarsie, Brooklyn",2096871,Nyamekye,Brooklyn,Canarsie,40.6400677,-73.9178879,Private room,190,2,3,2024-10-06,1.80,1,42,3,OSE-STRREG-0002500
1211209752256027824,Private 15 minutes to JFK Airport,592808231,Mohammed,Brooklyn,Cypress Hills,40.67763639544248,-73.88800177040866,Private room,129,1,9,2024-10-26,4.82,1,362,9,OSE-STRREG-0002508
1211253830721220762,Room 1,77063818,Angela,Brooklyn,Bay Ridge,40.63470009387774,-74.01785821419386,Private room,48,30,0,,,7,65,0,
1211450180362619428,"Blueground | UES, elev & w/d, nr Museum Mile",107434423,Blueground,Manhattan,Upper East Side,40.7718532,-73.9570418,Entire home/apt,386,30,0,,,897,304,0,
1211450411456895613,"Blueground | Upper East Side, fully equipped",107434423,Blueground,Brooklyn,Vinegar Hill,40.7029128,-73.98349379999999,Entire home/apt,388,30,0,,,897,327,0,
1211483392548287810,Chic 2BR Hideaway in the Heart of Hell’s Kitchen,517551178,Lisa,Manhattan,Hell's Kitchen,40.76077949803116,-73.99010269298783,Entire home/apt,432,1,4,2024-09-27,1.64,19,361,4,Exempt
1211521443267680502,Apartment in Woodhaven,592879137,Iryna,Queens,Woodhaven,40.69045866944602,-73.85260690356591,Entire home/apt,96,30,0,,,2,287,0,
1211527213766088409,Spacious 2BR near United Nations,63344956,Delia,Manhattan,Midtown,40.7546241,-73.96645699999999,Entire home/apt,150,30,0,,,5,308,0,
1211539828374899678,Gramercy Beautiful luxury 1B (walk up),33510623,Motty,Manhattan,Gramercy,40.73604650248864,-73.9793838107597,Entire home/apt,159,30,0,,,2,350,0,
1211549563874716869,Cozy garden apt in Williamsburg,7897301,Rickey,Brooklyn,Williamsburg,40.71437085782339,-73.96123512956156,Entire home/apt,,30,1,2024-09-02,0.47,1,29,1,
1211577773979748252,Hudson Yards 1 BR | Pet friendly,95459395,Bluebird,Manhattan,Hell's Kitchen,40.75878,-73.9966,Entire home/apt,,30,0,,,4,330,0,
1211577781474933131,Midtown Manhattan 1 BR | Pool+Gym available,95459395,Bluebird,Manhattan,Hell's Kitchen,40.75878,-73.9966,Entire home/apt,,30,0,,,4,303,0,
1211581046210796785,Midtown Manhattan 1 BR city | 24hr Doorman,9419684,Churchill,Manhattan,Hell's Kitchen,40.75878,-73.9966,Entire home/apt,,30,0,,,5,330,0,
1211581052007376171,Hudson Yards 1 BR river | Washer/Dryer,9419684,Churchill,Manhattan,Hell's Kitchen,40.75878,-73.9966,Entire home/apt,,30,0,,,5,303,0,
1211584027010028376,Hudson Yards 1 BR city | Pool+gym available,163251048,Global Luxury,Manhattan,Hell's Kitchen,40.75878,-73.9966,Entire home/apt,,30,0,,,6,330,0,
1211584032571699710,Midtown Manhattan 1 BR | Hudson Yards,163251048,Global Luxury,Manhattan,Hell's Kitchen,40.75878,-73.9966,Entire home/apt,,30,0,,,6,303,0,
1211608172160011490,Comfortable Apartment Woodhaven,592879137,Iryna,Queens,Woodhaven,40.68837204057643,-73.8533593458936,Private room,127,1,7,2024-09-21,3.18,2,188,7,OSE-STRREG-0001281
1211632114992944986,Private 2BR in Clinton Hill,42458523,Luigi,Brooklyn,Clinton Hill,40.6951341,-73.966037,Entire home/apt,160,30,0,,,1,309,0,
1211672157763868406,Stunning &Cozy 2BR in Prime UES,49095662,Sahar,Manhattan,Upper East Side,40.76546408100704,-73.95839831335032,Entire home/apt,199,30,0,,,7,219,0,
1211677338133559626,Flushing Oasis: Private Room with En-Suite,577762228,Elizabeth,Queens,Flushing,40.764394218755314,-73.82301238929557,Private room,123,2,11,2024-10-30,4.29,5,132,11,OSE-STRREG-0002275
1211758820311009120,Times Square Luxury Retreat,592975169,Nie,Manhattan,Hell's Kitchen,40.76088,-73.99627,Private room,555,30,0,,,1,365,0,
1211771041566767986,3 Bedrooms Home with patio & parking,197731399,Shimon,Brooklyn,East Flatbush,40.65875258350342,-73.93270262944246,Entire home/apt,364,1,7,2024-11-01,4.88,1,293,7,OSE-STRREG-0002441
1211817562712075496,Casita Azul,287345020,Jessica,Queens,Ditmars Steinway,40.76731,-73.89581,Private room,200,2,7,2024-10-27,4.04,1,356,7,OSE-STRREG-0001876
1212264314233147082,Brooklyn Creative Loft,586152880,Richard,Brooklyn,Williamsburg,40.70743,-73.95183,Entire home/apt,348,3,13,2024-10-18,6.96,1,337,13,OSE-STRREG-0002467
1212269139895265215,1 BR in 2BR 1Bath Apt,548110539,Eugenia,Brooklyn,Bedford-Stuyvesant,40.6922442,-73.9425392,Private room,69,30,0,,,1,365,0,
1212276901648969170,Williamsburg Bedroom For 2,593110349,Anastasia,Brooklyn,Williamsburg,40.70616301557611,-73.95220778486647,Private room,280,30,0,,,1,365,0,
1212288924457892432,Beautiful room in Brooklyn,457446806,Nassem,Brooklyn,East New York,40.66908,-73.87679,Private room,103,30,0,,,1,90,0,
1212347649197198907,Newly Renovated APT - Near ALL,593138234,William,Queens,Flushing,40.75445,-73.83092,Entire home/apt,100,30,1,2024-08-31,0.45,1,343,1,
1212347883190844815,61-3C Renovated 2BR Sleeps 5,27181542,JT Urban,Manhattan,Upper East Side,40.76182094422217,-73.96138118949274,Entire home/apt,237,30,0,,,66,365,0,
1212360154333639901,Newly Reno Studio UWS Doorman/ Elevator,27181542,JT Urban,Manhattan,Upper West Side,40.78063393064263,-73.98170700492841,Entire home/apt,175,30,1,2024-10-01,0.86,66,364,1,
1212435254401889413,Artsy Historic Park Slope,17915985,Lacey,Brooklyn,Park Slope,40.6759295,-73.9747154,Entire home/apt,178,30,0,,,1,358,0,
1212477898608171624,"The “Oasis 
near JFK airport",591664165,Dianne N,Queens,Cambria Heights,40.69742979999999,-73.7320991,Private room,100,1,26,2024-11-03,13.22,1,354,26,OSE-STRREG-0002521
1212582611903151441,Private Room in UES Apartment,7901785,Imran,Manhattan,Upper East Side,40.76163435695118,-73.9615161030045,Private room,80,30,0,,,2,303,0,
1212624750680299519,charming 4 BR in Carrol Gardens,29895330,Max,Brooklyn,Carroll Gardens,40.68265023709019,-73.99180349687887,Entire home/apt,245,30,0,,,1,91,0,
1212893880121060294,NYC Chelsea Studio <Share bathroom>,408979935,Nana And KY,Manhattan,Chelsea,40.74937,-73.99605,Entire home/apt,89,1,10,2024-10-18,4.00,32,61,10,Exempt
1212974872781808273,Stylish Studio by Prospect Park,380332619,Casey,Brooklyn,Flatbush,40.65375408160454,-73.96162332903118,Entire home/apt,87,30,0,,,10,337,0,
1213027158255885149,One Bedroom Greenwich village,593330672,Avi,Manhattan,West Village,40.73355,-74.00083,Entire home/apt,297,30,0,,,1,365,0,
1213046910024169125,Charming Upper West Side Getaway,115981784,Stefanie,Manhattan,Upper West Side,40.797761551837134,-73.9686170260846,Entire home/apt,143,30,0,,,1,50,0,
1213078962610312802,Chelsea 2BR Gem!,424296351,Michael,Manhattan,Chelsea,40.75083767541089,-73.99907810057928,Entire home/apt,150,30,0,,,82,180,0,
1213137843027383282,"Newly Renovated 2BR W/D, Midtown",27181542,JT Urban,Manhattan,Midtown,40.7537,-73.9697,Entire home/apt,210,30,0,,,66,364,0,
1213165548894131841,Beautiful Room in Gorgeous house,11673984,Roee,Manhattan,East Harlem,40.7986472,-73.93408769999999,Shared room,960,30,0,,,1,343,0,
1213210056918462988,Room in East Flatbush,144520254,Zalmi,Brooklyn,East Flatbush,40.64942193817285,-73.93415912823562,Private room,104,30,0,,,1,365,0,
1213242300952170356,Stunning Suite in Brooklyn,388322607,Jamal,Brooklyn,Cobble Hill,40.686277495265216,-73.99337440427789,Entire home/apt,145,31,0,,,1,178,0,
1213288727949202646,"Sleek modern Apt #1
Registered",593420113,Phylicia,Brooklyn,Crown Heights,40.6768052,-73.9368356,Entire home/apt,184,2,3,2024-10-13,3,1,319,3,OSE-STRREG-0002473
1213301762411378760,Exquisite 4 Bedroom Brooklyn Brownstone,6989159,Tatiana,Brooklyn,Bedford-Stuyvesant,40.68325,-73.94896,Entire home/apt,600,30,0,,,1,270,0,
1213364464605802277,Charming townhouse Apartment in Williamsburg,393992614,Z,Brooklyn,Williamsburg,40.71292,-73.96703,Private room,,30,0,,,2,0,0,
1213384935138284062,Luxury private room near JFK Int. Airport New York,471345215,Mohammed,Queens,Ozone Park,40.67393028154632,-73.85977960939911,Private room,56,30,2,2024-10-11,0.97,16,354,2,
1213425687995363001,Beautiful private room,471345215,Mohammed,Queens,Ozone Park,40.6740525500229,-73.85981269097769,Private room,43,30,2,2024-10-12,1.11,16,357,2,
1213610526930326115,"Blueground | Brooklyn Heights, gym, nr BB park",107434423,Blueground,Brooklyn,Brooklyn Heights,40.6937508,-73.9912272,Entire home/apt,358,30,0,,,897,230,0,
1213627489640171136,Montauk 2 bedroom Guest Suite,237715800,Joseph & Teresa,Brooklyn,East New York,40.67194,-73.87774,Entire home/apt,114,30,0,,,4,155,0,
1213688904422343086,Contemporary Charm On Lower East Side. Sauna,593178513,Belter,Manhattan,Chinatown,40.71693,-73.99123,Entire home/apt,266,1,20,2024-11-03,9.52,4,149,20,Exempt
1213689725021251921,Timeless Elegance | Lower East Side. Steam Room,593178513,Belter,Manhattan,Lower East Side,40.71753091685891,-73.99141906833522,Entire home/apt,239,1,3,2024-10-21,1.30,4,187,3,Exempt
1213689867762090159,Prime Location In The Lower East Side | Sauna,593178513,Belter,Manhattan,Lower East Side,40.717628922411734,-73.99188316290626,Entire home/apt,273,1,7,2024-10-08,3.23,4,192,7,Exempt
1213689943023433475,Lower East Side Journey | Sightseeing. Steam Room,593178513,Belter,Manhattan,Lower East Side,40.71857289709281,-73.99163441298646,Entire home/apt,288,1,3,2024-09-27,1.22,4,194,3,Exempt
1213722628230527276,Skyline City View NYC,424296351,Michael,Manhattan,Hell's Kitchen,40.76187,-73.98827,Entire home/apt,299,30,0,,,82,50,0,
1213731743454095862,1 Bedroom Apartment in Murray Hill near East River,2867137,Avi,Manhattan,Murray Hill,40.743886836970304,-73.97148187020522,Entire home/apt,230,30,0,,,92,210,0,
1213749049480893597,Blooming home Room 3,251807178,Diana,Queens,Woodhaven,40.691577006444795,-73.86251936206374,Private room,54,30,0,,,4,346,0,
1213757375894958330,Bergen Place by Rove | Triplex w/Deck & Garden,17775359,Rove,Brooklyn,Boerum Hill,40.68437,-73.98488,Entire home/apt,509,30,1,2024-10-11,1,79,365,1,
1213823815379079666,Near Grand Central 1 BR | in-unit Washer/D,30283594,Global Luxury Suites,Manhattan,Murray Hill,40.74771,-73.98211,Entire home/apt,,30,0,,,46,345,0,
1213825465241975734,Comfortable Private room | Brooklyn,291033670,Anastasia,Brooklyn,Bushwick,40.699376660774924,-73.91613790298409,Private room,57,90,0,,,37,364,0,
1213830900403046409,suite in townhouse apt.,27973267,Gus,Manhattan,Washington Heights,40.851054166173824,-73.93360809187658,Private room,135,2,7,2024-10-27,5.25,4,339,7,OSE-STRREG-0002456
1213853309354315952,Spacious cozy Private room in Brooklyn,291033670,Anastasia,Brooklyn,Bushwick,40.70103929237903,-73.91536000313823,Private room,61,90,0,,,37,364,0,
1213871657453559546,Guest suite near LGA/JFK,510399716,Minguang,Queens,Woodhaven,40.6974211011632,-73.8508334838547,Private room,92,30,0,,,4,365,0,
1213918539223846664,2 Bedroom: Astoria Green House,110176129,Andrew,Queens,Ditmars Steinway,40.77265,-73.91459,Private room,137,1,9,2024-10-22,4.66,1,60,9,OSE-STRREG-0002114
1213938382576828150,"Comfy, Clean & Close to the City",593609144,Carolyn,Brooklyn,Bedford-Stuyvesant,40.68626769999999,-73.9222104,Private room,96,2,5,2024-10-03,2.78,1,327,5,OSE-STRREG-0002433
1213993998633059525,ALONK Penthouse • Entire apartment (3BR/2BA),564560404,Helge,Brooklyn,Greenpoint,40.73558780817365,-73.95858959087678,Entire home/apt,229,30,2,2024-11-01,1.71,4,249,2,
1214007448847086508,The Quin By Hilton - Studio,475709628,Bruce,Manhattan,Midtown,40.764735605917,-73.9773830117433,Private room,429,1,0,,,10,303,0,Exempt
1214181323231993112,Cozy Haven in Prime Location- No cleaning fee,544140097,Jesus Alfredo,Brooklyn,Bushwick,40.698022542315314,-73.93489588582086,Private room,123,2,15,2024-11-03,6.52,2,17,15,OSE-STRREG-0002393
1214351541513386808,Union Square Studio (Shared Bathroom),408979935,Nana And KY,Manhattan,Gramercy,40.73416,-73.98776,Entire home/apt,95,1,8,2024-10-17,2.89,32,64,8,Exempt
1214352629712091097,Bay Ridge Studio w/ Modern Flair,556730397,Emily,Brooklyn,Fort Hamilton,40.62000279744364,-74.03333265232499,Entire home/apt,250,30,0,,,20,365,0,
1214466941250847143,4 Bedroom Penthouse in Elevator Loft Bldg in FiDi,593718855,James,Manhattan,Financial District,40.70287773506666,-74.01123175074645,Entire home/apt,689,3,4,2024-10-06,2.00,1,315,4,OSE-STRREG-0002439
1214471070419041932,"Blueground | Midtown, gym, w/d & a/c, nr Rock Ctr",107434423,Blueground,Manhattan,Midtown,40.7563378,-73.98221699999999,Entire home/apt,339,30,0,,,897,332,0,
1214478155363843346,"Blueground | Union Sq, gym, across from park",107434423,Blueground,Manhattan,Gramercy,40.7347326,-73.9896255,Entire home/apt,398,30,0,,,897,157,0,
1214478558280402548,"Blueground | Union Sq, gym, across from park",107434423,Blueground,Manhattan,Gramercy,40.7347326,-73.9896255,Entire home/apt,384,30,0,,,897,323,0,
1214478928294155994,"Blueground | Flatiron, elevator & gym, nr park",107434423,Blueground,Manhattan,Gramercy,40.7347326,-73.9896255,Entire home/apt,398,30,0,,,897,157,0,
1214479406267736723,"Blueground | Flatiron, elev & doorman, nr trains",107434423,Blueground,Manhattan,Gramercy,40.7347326,-73.9896255,Entire home/apt,392,30,0,,,897,249,0,
1214480664229985253,"Blueground | UES, gym & elevator, nr central park",107434423,Blueground,Manhattan,Upper East Side,40.7779249,-73.9509628,Entire home/apt,392,30,0,,,897,133,0,
1214486311067293119,"Blueground | UES, doorman, gym & elevator, nr park",107434423,Blueground,Manhattan,Upper East Side,40.7805587,-73.9544731,Entire home/apt,321,30,0,,,897,142,0,
1214486668067695442,"Blueground | UES, elevator, gym & doorman",107434423,Blueground,Manhattan,Upper East Side,40.7805587,-73.9544731,Entire home/apt,,30,0,,,897,1,0,
1214486987250117811,"Blueground | UES, gym, walk to central park",107434423,Blueground,Manhattan,Upper East Side,40.7805587,-73.9544731,Entire home/apt,320,30,0,,,897,0,0,
1214487278089765906,"Blueground | Midtown, gym, near Rock Ctr",107434423,Blueground,Manhattan,Upper West Side,40.7911888,-73.9737101,Entire home/apt,384,30,0,,,897,82,0,
1214491724973053663,"Blueground | Upper East Side, gym, nr Museum",107434423,Blueground,Manhattan,Upper East Side,40.7845051,-73.948407,Entire home/apt,275,30,0,,,897,198,0,
1214492079157445918,"Blueground | UES, w/d, gym & health club",107434423,Blueground,Manhattan,Upper East Side,40.7845051,-73.948407,Entire home/apt,357,30,0,,,897,277,0,
1214492566511365282,"Blueground | UES, gym & pool, nr Central Park",107434423,Blueground,Manhattan,Upper East Side,40.7845051,-73.948407,Entire home/apt,240,30,0,,,897,0,0,
1214492924370864214,"Blueground | UES, elev & pool, nr Central Park",107434423,Blueground,Manhattan,Upper East Side,40.7844692,-73.948572,Entire home/apt,273,30,0,,,897,251,0,
1214493375312932244,"Blueground | UES elevator, gym & pool, nr park",107434423,Blueground,Manhattan,Upper East Side,40.7845051,-73.948407,Entire home/apt,275,30,0,,,897,127,0,
1214495260309473136,"Blueground | UES pool & gym, nr central park",107434423,Blueground,Manhattan,Upper East Side,40.7844692,-73.948572,Entire home/apt,275,30,0,,,897,127,0,
1214495636081732632,"Blueground | UES pool & doorman, nr central park",107434423,Blueground,Manhattan,Upper East Side,40.7844692,-73.948572,Entire home/apt,,30,0,,,897,3,0,
1214536006845280254,Private large room in desired home in Williamsburg,9836692,Jessica,Brooklyn,Williamsburg,40.71228,-73.96653,Shared room,333,30,0,,,3,365,0,OSE-STRREG-0001378
1214575572307034752,The Cat Nap Nook  Autumn. 2024,127983545,Manuel,Brooklyn,Crown Heights,40.67337,-73.9158,Private room,,30,0,,,3,351,0,
1214597720283848285,Cute Quiet Renovated UWS Studio W/ Elevator #226,35491667,Nat,Manhattan,Upper West Side,40.7937747,-73.9751287,Entire home/apt,53,30,1,2024-09-05,0.49,116,98,1,
1214609022039143562,Art Deco Contemporary 1BR in Chelsea Elevator Bldg,35491667,Nat,Manhattan,Chelsea,40.7396476,-73.9994923,Entire home/apt,150,30,0,,,116,264,0,
